all	kl64	kl47	product
1638	1	2	Non-coding region
1639	9	12	phosphocholine-specific phospholipase C
1640	6	6	Non-coding region
1641	1	6	Non-coding region
1642	6	3	acyl-CoA thioesterase
1643	12	7	lactonase family protein
1644	8	8	Non-coding region
1645	4	7	low molecular weight protein-tyrosine-phosphatase
1646	10	5	UDP-N-acetylmuramate dehydrogenase
1647	5	1	YdcF family protein
1648	30	5	alpha/beta hydrolase
1649	6	12	hypothetical protein
1650	7	1	Non-coding region
1651	10	15	FMN-binding glutamate synthase family protein
1652	13	7	PepSY-associated TM helix domain-containing protein
1653	14	9	Non-coding region
1654	13	7	TetR/AcrR family transcriptional regulator
1655	8	4	iron-containing redox enzyme family protein
1656	11	6	MFS transporter
1657	70	6	Non-coding region
1658	39	8	hypothetical protein
1659	10	3	Non-coding region
1660	18	12	acetyl-CoA carboxylase biotin carboxyl carrier protein
1661	16	4	Y-family DNA polymerase
1662	5	5	hypothetical protein
1663	11	5	ABC transporter substrate-binding protein
1664	13	12	ANTAR domain-containing response regulator
1665	11	6	hypothetical protein
1666	17	4	Non-coding region
1667	11	4	nitrite reductase small subunit NirD
1668	24	3	Non-coding region
1669	15	5	nitrate reductase
1670	25	8	Non-coding region
1671	19	6	Non-coding region
1672	33	9	molybdenum cofactor guanylyltransferase
1673	58	34	molybdopterin-dependent oxidoreductase
1674	38	7	Non-coding region
1675	29	3	GTP 3'%2C8-cyclase MoaA
1676	15	8	MoaD/ThiS family protein
1677	18	7	bifunctional molybdenum cofactor biosynthesis protein MoaC/MoaB
1678	14	5	molybdopterin molybdotransferase MoeA
1679	20	3	winged helix-turn-helix transcriptional regulator
1680	15	7	aminotransferase-like domain-containing protein
1681	14	28	DMT family transporter
1682	11	5	TusE/DsrC/DsvC family sulfur relay protein
1683	6	6	hypothetical protein
1684	18	9	UDP-glucose 4-epimerase GalE
1685	14	15	class II fumarate hydratase
1686	30	18	hypothetical protein
1687	6	3	hypothetical protein
1688	8	10	hypothetical protein
1689	19	10	Non-coding region
2230	4	20	crossover junction endodeoxyribonuclease RuvC
2231	6	15	Non-coding region
2232	11	25	tRNA epoxyqueuosine(34) reductase QueG
2233	11	12	biotin synthase BioB
2234	4	19	hypothetical protein
2235	7	10	fimbrial protein
2236	6	25	fimbrial biogenesis chaperone
2237	4	13	Non-coding region
2238	4	11	Non-coding region
2239	2	12	fimbrial protein
2240	7	22	hypothetical protein
2241	4	22	LysR family transcriptional regulator
2242	1	19	DMT family transporter
2243	5	12	hypothetical protein
2244	3	19	Non-coding region
2245	5	5	PACE efflux transporter
2246	5	5	Non-coding region
2247	8	15	integrase family protein
2248	15	7	Non-coding region
2249	46	13	hypothetical protein
2250	9	41	TetR/AcrR family transcriptional regulator
2251	11	58	YebC/PmpR family DNA-binding transcriptional regulator
2252	3	6	Lrp/AsnC family transcriptional regulator
2253	4	11	DcaP family trimeric outer membrane transporter
2254	6	10	amino acid ABC transporter ATP-binding protein
2255	11	11	amino acid ABC transporter permease
2256	6	9	amino acid ABC transporter permease
2257	3	17	Non-coding region
2258	0	5	glutathione S-transferase family protein
2259	2	4	SfnB family sulfur acquisition oxidoreductase
2260	6	9	SfnB family sulfur acquisition oxidoreductase
2261	1	6	Non-coding region
2262	5	17	LLM class flavin-dependent oxidoreductase
2263	2	13	MetQ/NlpA family ABC transporter substrate-binding protein
2264	3	7	MetQ/NlpA family ABC transporter substrate-binding protein
2265	4	23	methionine ABC transporter ATP-binding protein
2266	8	28	methionine ABC transporter permease
2267	2	12	Non-coding region
2268	3	22	Mpo1 family 2-hydroxy fatty acid dioxygenase
2269	10	33	hypothetical protein
2270	6	10	AzlC family ABC transporter permease
2271	9	26	L-valine transporter subunit YgaH
2272	2	24	formate-dependent phosphoribosylglycinamide formyltransferase
2273	7	18	[protein-PII] uridylyltransferase
2274	4	17	Non-coding region
2275	5	41	Non-coding region
2276	5	30	succinyldiaminopimelate transaminase
2277	6	25	LysE family translocator
2278	5	20	AraC family transcriptional regulator
2279	3	33	peptide-methionine (R)-S-oxide reductase MsrB
2280	12	17	pyridoxal phosphate-dependent aminotransferase
2281	8	46	dicarboxylate/amino acid:cation symporter
2282	6	23	Non-coding region
2283	2	18	type II asparaginase
2284	3	9	Non-coding region
2285	5	14	DNA polymerase III subunit alpha
2286	2	12	Non-coding region
2287	4	19	Non-coding region
2288	8	45	RNA methyltransferase
2289	6	34	serine O-acetyltransferase
2290	6	37	ABUW_2363 family tetratricopeptide repeat lipoprotein
2291	10	100	esterase/lipase family protein
2292	4	65	Non-coding region
2293	1	40	alkyl hydroperoxide reductase subunit F
2294	2	40	Non-coding region
2295	2	20	chromate transporter
2296	3	25	LysR family transcriptional regulator
2297	5	73	ACR3 family arsenite efflux transporter
2298	8	16	ArsR/SmtB family transcription factor
2299	7	10	arsenate reductase (glutaredoxin)
2300	7	14	Non-coding region
2301	2	16	hydrolase
2302	11	27	LysR family transcriptional regulator
2303	31	42	GntR family transcriptional regulator
2304	30	53	NCS1 family nucleobase:cation symporter-1
2305	29	48	Non-coding region
2306	19	23	aspartate/glutamate racemase family protein
2307	12	29	taurine dioxygenase
2308	9	20	taurine ABC transporter ATP-binding protein
2309	8	12	taurine ABC transporter substrate-binding protein
2310	3	12	Non-coding region
2311	6	16	hypothetical protein
2312	5	18	MFS transporter
2313	6	15	Non-coding region
2314	5	19	LLM class flavin-dependent oxidoreductase
2315	5	20	acyl-CoA dehydrogenase family protein
2316	9	26	Non-coding region
2317	7	27	hypothetical protein
2318	5	32	cytochrome ubiquinol oxidase subunit I
2319	2	37	cytochrome d ubiquinol oxidase subunit II
2320	7	35	hypothetical protein
2321	8	26	aminotransferase-like domain-containing protein
2322	2	21	LysR family transcriptional regulator
2323	10	110	malonate transporter subunit MadM
2324	5	52	malonate transporter subunit MadL
2325	6	23	malonate decarboxylase holo-ACP synthase
2326	5	41	biotin-independent malonate decarboxylase subunit gamma
2327	10	44	biotin-independent malonate decarboxylase subunit beta
2328	13	26	malonate decarboxylase subunit delta
2329	15	30	malonate decarboxylase subunit alpha
2330	10	39	Non-coding region
2331	9	18	transcriptional regulator GcvA
2332	13	34	cupin domain-containing protein
2333	6	35	Non-coding region
2334	3	63	GNAT family N-acetyltransferase
2335	2	77	MocR-like pyridoxine biosynthesis transcription factor PdxR
2336	2	24	Non-coding region
2337	2	35	LrgB family protein
2338	9	16	LysR family transcriptional regulator
2339	14	32	glutathione transferase
2340	2	29	LysR family transcriptional regulator
2341	4	24	SDR family oxidoreductase
2342	3	28	rhodanese-like domain-containing protein
2343	6	34	serine O-acetyltransferase EpsC
2344	5	41	family 2A encapsulin nanocompartment shell protein
2345	2	52	family 2A encapsulin nanocompartment cargo protein cysteine desulfurase
2346	7	28	Non-coding region
2347	3	11	LysE family translocator
2348	4	13	LysR family transcriptional regulator
2349	5	22	cysteine ABC transporter substrate-binding protein
2350	1	15	transporter substrate-binding domain-containing protein
2351	7	18	amino acid ABC transporter ATP-binding protein
2352	4	28	amino acid ABC transporter permease
2353	5	23	hypothetical protein
2354	6	14	response regulator transcription factor
2355	3	21	hybrid sensor histidine kinase/response regulator
2356	7	34	Non-coding region
2357	4	66	Non-coding region
2358	4	26	purine-cytosine permease family protein
2359	13	21	Non-coding region
2360	3	31	Lrp/AsnC family transcriptional regulator
2361	6	32	LysE family translocator
2362	8	44	hypothetical protein
2363	3	38	Non-coding region
2364	7	18	DUF6367 family protein
2365	6	6	SDR family oxidoreductase
2366	6	7	catalase HPII
2367	5	15	Non-coding region
2368	4	25	iron-containing redox enzyme family protein
2369	7	20	Non-coding region
2370	9	13	CinA family protein
2371	14	43	surface antigen protein 1
2372	2	37	hypothetical protein
2373	5	15	IS3 family transposase
2374	3	59	transposase
2375	5	22	hypothetical protein
2376	26	14	SGNH/GDSL hydrolase family protein
2377	3	5	DcaP family trimeric outer membrane transporter
2378	2	3	Non-coding region
2379	18	7	class I SAM-dependent methyltransferase
2380	10	1	AMP-binding protein
2382	0	3	isovaleryl-CoA dehydrogenase
2383	3	9	carboxyl transferase domain-containing protein
2384	2	15	Non-coding region
2385	3	18	enoyl-CoA hydratase/isomerase family protein
2386	6	21	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
2387	5	52	Non-coding region
2388	5	18	hydroxymethylglutaryl-CoA lyase
2389	6	11	LysR family transcriptional regulator
2390	5	4	indolepyruvate ferredoxin oxidoreductase family protein
2391	2	15	Non-coding region
2392	10	18	Non-coding region
2393	5	13	Non-coding region
2394	6	20	thioesterase family protein
2395	8	9	acyl-CoA dehydrogenase C-terminal domain-containing protein
2396	6	17	Non-coding region
2397	6	12	PaaI family thioesterase
2398	4	15	outer membrane trimeric porin-like protein DcaP
2399	12	22	Non-coding region
2400	4	18	3-oxoacid CoA-transferase subunit B
2401	2	28	MFS transporter
2402	3	12	acyl-CoA dehydrogenase family protein
2403	5	13	Non-coding region
2404	6	13	enoyl-CoA hydratase
2405	4	16	SDR family oxidoreductase
2406	5	73	3-hydroxyacyl-CoA dehydrogenase
2407	11	79	3-oxoadipyl-CoA thiolase
2408	6	34	IclR family transcriptional regulator
2409	9	33	MFS transporter
2410	3	27	Non-coding region
2411	10	54	NAD(P)H-dependent flavin oxidoreductase
2412	4	62	enoyl-CoA hydratase
2413	1	2	IclR family transcriptional regulator
2414	1	0	CaiB/BaiF CoA transferase family protein
2415	3	7	acyl-CoA dehydrogenase family protein
2416	4	3	MFS transporter
2417	2	21	Non-coding region
2418	4	19	phosphonoacetaldehyde hydrolase
2419	8	15	2-aminoethylphosphonate--pyruvate transaminase
2420	8	29	TIGR03364 family FAD-dependent oxidoreductase
2421	2	28	putative 2-aminoethylphosphonate ABC transporter permease subunit
2422	8	24	Non-coding region
2423	6	36	ABC transporter ATP-binding protein
2424	3	19	putative 2-aminoethylphosphonate ABC transporter substrate-binding protein
2425	3	27	UTRA domain-containing protein
2426	4	18	4-hydroxybenzoate 3-monooxygenase
2427	6	41	Non-coding region
2428	6	22	IclR family transcriptional regulator PobR
2429	5	29	LysR family transcriptional regulator
2430	5	13	carboxymuconolactone decarboxylase family protein
2431	3	14	Non-coding region
2432	9	38	hypothetical protein
2433	9	38	purine-cytosine permease family protein
2434	2	22	Non-coding region
2435	6	11	hypothetical protein
2436	8	75	flavin-dependent trigonelline monooxygenase oxygenase component
2437	29	55	flavin-dependent trigonelline monooxygenase reductase component
2438	11	22	alpha/beta fold hydrolase
2439	7	15	amino acid synthesis family protein
2440	3	14	GntR family transcriptional regulator
2441	4	10	DUF1330 domain-containing protein
2442	1	13	catalase family peroxidase
2443	1	14	MFS transporter
2444	4	10	Non-coding region
2445	5	10	hydroxymethylglutaryl-CoA lyase
2446	5	11	Non-coding region
2447	3	8	LysR family transcriptional regulator
2448	4	76	alpha/beta hydrolase
2449	9	21	AraC family transcriptional regulator
2450	8	14	hypothetical protein
2451	3	13	TetR/AcrR family transcriptional regulator
2452	4	3	DUF3732 domain-containing protein
2453	6	11	Non-coding region
2454	8	14	three component ABC system middle component
2455	4	17	Non-coding region
2456	6	14	PaaI family thioesterase
2457	3	14	phenylacetic acid degradation operon negative regulatory protein PaaX
2458	5	15	phenylacetate--CoA ligase PaaK
2459	8	7	3-oxoadipyl-CoA thiolase
2460	8	21	3-hydroxyacyl-CoA dehydrogenase
2461	5	16	Non-coding region
2462	1	8	2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase PaaG
2463	0	7	enoyl-CoA hydratase-related protein
2464	6	9	1%2C2-phenylacetyl-CoA epoxidase subunit PaaE
2465	2	6	1%2C2-phenylacetyl-CoA epoxidase subunit PaaD
2466	5	10	1%2C2-phenylacetyl-CoA epoxidase subunit PaaB
2467	6	12	phenylacetic acid degradation bifunctional protein PaaZ
2468	4	10	Non-coding region
2469	8	10	Non-coding region
2470	8	16	L-serine ammonia-lyase
2471	6	8	APC family permease
2472	1	1	Non-coding region
2473	1	2	aldehyde dehydrogenase (NADP(+))
2474	7	5	Non-coding region
2475	7	8	fosfomycin efflux MFS transporter AbaF
2476	6	4	AraC family transcriptional regulator
2477	8	6	NAD(P)/FAD-dependent oxidoreductase
2478	5	11	(2Fe-2S)-binding protein
2479	6	10	NAD(P)/FAD-dependent oxidoreductase
2480	4	10	4-hydroxyproline epimerase
2481	7	17	GntR family transcriptional regulator
2482	5	26	DMT family transporter
2483	3	23	dihydrodipicolinate synthase family protein
2484	7	14	Non-coding region
2485	4	16	I78 family peptidase inhibitor
2486	4	27	hypothetical protein
2487	7	27	epoxyqueuosine reductase QueH
2488	7	28	GNAT family N-acetyltransferase
2489	7	9	cyanate transporter
2490	5	24	Non-coding region
2491	9	15	nucleoside deaminase
2492	5	18	LysR family transcriptional regulator
2493	5	23	M15 family metallopeptidase
2494	5	18	hypothetical protein
2495	4	19	type VI secretion system baseplate subunit TssK
2496	4	7	type VI secretion system protein TssA
2497	6	17	Non-coding region
2498	2	10	type VI secretion system ATPase TssH
2499	9	22	Non-coding region
2500	4	22	Non-coding region
2501	3	28	PAAR domain-containing protein
2502	4	13	type VI secretion system-associated protein TagF
2503	4	14	type VI secretion system membrane subunit TssM
2504	4	21	Non-coding region
2505	7	14	Non-coding region
2506	3	11	hypothetical protein
2507	3	11	Non-coding region
2508	3	25	type VI secretion system baseplate subunit TssG
2509	1	25	type VI secretion system baseplate subunit TssF
2510	8	13	Non-coding region
2511	4	23	type VI secretion system baseplate subunit TssE
2512	4	16	type VI secretion system contractile sheath large subunit
2513	6	20	type VI secretion system contractile sheath small subunit
2514	6	9	hypothetical protein
2515	6	8	hypothetical protein
2516	2	11	ABC transporter permease
2517	9	7	ABC transporter ATP-binding protein
2518	3	13	ABC transporter substrate-binding protein
2519	4	21	allophanate hydrolase
2520	7	22	Non-coding region
2521	2	21	CopG family ribbon-helix-helix protein
2522	6	19	NAD(P)H-dependent oxidoreductase
2523	8	15	Non-coding region
2524	2	21	Non-coding region
2525	4	19	Non-coding region
2526	9	23	urea amidolyase associated protein UAAP2
2527	4	22	urea amidolyase associated protein UAAP1
2528	6	32	zinc-dependent alcohol dehydrogenase
2529	3	27	SRPBCC family protein
2530	9	28	TetR/AcrR family transcriptional regulator
2531	4	23	hypothetical protein
2532	2	18	Non-coding region
2533	3	16	SMI1/KNR4 family protein
2534	8	19	Non-coding region
2535	8	9	Non-coding region
2536	5	8	Non-coding region
2537	3	6	Non-coding region
2538	2	14	Non-coding region
2539	5	13	ShlB/FhaC/HecB family hemolysin secretion/activation protein
2540	10	10	Non-coding region
2541	3	27	chloride channel protein
2542	4	17	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha
2543	7	13	Non-coding region
2544	6	20	5-oxoprolinase subunit B/C family protein
2545	1	24	Non-coding region
2546	14	15	putative hydro-lyase
2547	4	23	LamB/YcsF family protein
2548	5	5	Non-coding region
2549	2	14	LysR family transcriptional regulator MumR
2550	7	12	hypothetical protein
2551	10	7	immunity protein Imm33 domain-containing protein
2552	8	19	hypothetical protein
2553	4	11	hypothetical protein
2554	10	20	RHS repeat-associated core domain-containing protein
2555	7	12	Non-coding region
2556	6	11	Non-coding region
2557	7	17	Non-coding region
2558	5	14	Non-coding region
2559	29	44	type VI secretion system Vgr family protein
2560	7	9	Non-coding region
2561	8	13	Non-coding region
2562	14	11	serine hydrolase
2563	7	9	Non-coding region
2564	5	15	GNAT family N-acetyltransferase
2565	5	8	hypothetical protein
2566	7	10	Non-coding region
2567	3	7	DUF1826 domain-containing protein
2568	5	16	WD40/YVTN/BNR-like repeat-containing protein
2569	8	11	DMT family transporter
2570	6	12	amidohydrolase family protein
2571	4	13	LysR substrate-binding domain-containing protein
2572	10	16	MerR family transcriptional regulator
2573	3	13	Non-coding region
2574	1	39	DUF2147 domain-containing protein
2575	3	10	taurine ABC transporter substrate-binding protein
2576	5	53	ABC transporter permease
2577	5	18	ABC transporter ATP-binding protein
2578	4	7	aspartate/glutamate racemase family protein
2579	2	12	MFS transporter
2580	4	17	Non-coding region
2581	3	15	TetR/AcrR family transcriptional regulator
2582	5	21	hypothetical protein
2583	4	25	CorA family divalent cation transporter
2584	4	26	LpxL/LpxP family acyltransferase
2585	5	18	EAL domain-containing protein
2586	6	15	EamA family transporter
2587	6	15	Lrp/AsnC family transcriptional regulator
2588	8	39	DNA mismatch repair protein MutS
2589	5	30	Non-coding region
2590	4	19	Non-coding region
2591	9	19	GNAT family N-acetyltransferase
2592	5	13	ferredoxin FdxA
2593	11	20	O-methyltransferase
2594	4	10	universal stress protein
2595	6	12	chloramphenicol acetyltransferase CAT
2596	10	15	HlyD family type I secretion periplasmic adaptor subunit
2597	7	43	type I secretion system permease/ATPase
2598	8	51	Non-coding region
2599	5	31	TolC family protein
2600	8	54	Non-coding region
2601	2	21	LPS export ABC transporter ATP-binding protein
2602	4	15	lipopolysaccharide transport periplasmic protein LptA
2603	6	11	KdsC family phosphatase
2604	10	30	KpsF/GutQ family sugar-phosphate isomerase
2605	4	31	cysteine--tRNA ligase
2606	11	51	Non-coding region
2608	4	39	DUF4142 domain-containing protein
2609	2	20	hypothetical protein
2610	3	23	winged helix-turn-helix transcriptional regulator
2611	9	22	minor capsid protein
2612	6	14	Non-coding region
2613	5	32	hypothetical protein
2614	7	19	hypothetical protein
2615	8	21	Non-coding region
2616	9	15	hypothetical protein
2617	6	35	LysE family translocator
2618	0	13	hypothetical protein
2619	1	21	XRE family transcriptional regulator
2620	5	26	transposase
2621	5	18	Non-coding region
2622	7	21	exodeoxyribonuclease VII small subunit
2623	2	10	hypothetical protein
2624	5	17	four-helix bundle copper-binding protein
2625	5	5	GFA family protein
2626	11	9	Cu(I)-responsive transcriptional regulator
2627	1	11	Non-coding region
2628	10	2	Non-coding region
2629	7	11	heavy-metal-associated domain-containing protein
2630	3	9	Non-coding region
2631	4	33	phenol hydroxylase subunit
2632	3	25	MmoB/DmpM family protein
2633	8	31	aromatic/alkene/methane monooxygenase hydroxylase/oxygenase subunit alpha
2634	7	20	phenol hydroxylase subunit P4
2635	5	16	NADH:ubiquinone reductase (Na(+)-transporting) subunit F
2636	9	4	SphA family protein
2637	6	16	LysR family transcriptional regulator
2638	7	15	hypothetical protein
2639	2	20	benzoate 1%2C2-dioxygenase small subunit
2640	5	19	benzoate 1%2C2-dioxygenase electron transfer component BenC
2641	5	53	1%2C6-dihydroxycyclohexa-2%2C4-diene-1-carboxylate dehydrogenase
2642	8	44	benzoate/H(+) symporter BenE
2643	14	48	Non-coding region
2644	8	21	aromatic acid/H+ symport family MFS transporter
2645	4	14	OprD family outer membrane porin
2646	3	28	beta-ketoacyl-ACP synthase III
2647	10	5	Non-coding region
2648	4	18	ATP-dependent RNA helicase HrpA
2649	6	36	Non-coding region
2650	5	45	Non-coding region
2651	5	31	Non-coding region
2652	12	57	alkyl hydroperoxide reductase subunit C
2653	11	38	KTSC domain-containing protein
2654	3	44	alkyl hydroperoxide reductase subunit F
2655	6	12	Non-coding region
2656	1	12	hypothetical protein
2657	2	14	ExeM/NucH family extracellular endonuclease
2658	7	27	Non-coding region
2659	5	27	tRNA (guanosine(46)-N7)-methyltransferase TrmB
2660	8	21	putative Ig domain-containing protein
2661	16	32	Non-coding region
2662	7	23	Non-coding region
2663	7	27	Non-coding region
2664	9	32	Non-coding region
2665	10	21	Non-coding region
2666	1	22	Non-coding region
2667	9	47	Non-coding region
2668	11	86	Non-coding region
2669	9	54	hypothetical protein
2670	7	88	hypothetical protein
2671	6	61	hypothetical protein
2672	8	70	glutathione S-transferase family protein
2673	10	76	Rossmann-like and DUF2520 domain-containing protein
2674	9	51	OmpA family protein
2675	5	33	dihydroorotase
2676	3	5	aspartate carbamoyltransferase catalytic subunit
2677	5	40	Non-coding region
2678	8	56	hypothetical protein
2679	4	49	Non-coding region
2680	8	69	hypothetical protein
2681	12	79	CinA family protein
2682	9	91	ATP-dependent chaperone ClpB
2683	10	85	Non-coding region
2684	9	41	Non-coding region
2685	5	22	M23 family metallopeptidase
2686	9	26	OsmC family protein
2687	4	37	cAMP-activated global transcriptional regulator CRP
2688	7	71	NADP(H)-dependent aldo-keto reductase
2689	9	86	M48 family metallopeptidase
2690	11	86	hypothetical protein
2691	8	86	ATP phosphoribosyltransferase regulatory subunit
2692	3	70	Non-coding region
2693	8	65	hypothetical protein
2694	9	89	type I glyceraldehyde-3-phosphate dehydrogenase
2695	4	99	alanine--tRNA ligase
2696	4	55	Non-coding region
2697	9	51	Non-coding region
2698	6	83	aspartate kinase
2699	7	21	Non-coding region
2700	13	16	carbon storage regulator CsrA
2701	6	27	cytochrome b
2702	14	25	adenosine deaminase
2703	9	24	NCS2 family permease
2704	10	24	hypothetical protein
2705	11	54	flavin-containing monooxygenase
2706	5	100	Non-coding region
2707	4	44	SDR family NAD(P)-dependent oxidoreductase
2708	2	24	metal-dependent hydrolase
2709	3	57	pirin family protein
2710	6	44	TetR/AcrR family transcriptional regulator
2711	7	46	metal-dependent hydrolase
2712	8	24	SDR family NAD(P)-dependent oxidoreductase
2713	5	22	flavin-containing monooxygenase
2714	9	23	class I SAM-dependent methyltransferase
2715	3	11	AraC family transcriptional regulator
2716	6	15	flavin-containing monooxygenase
2717	4	53	Non-coding region
2718	3	36	SDR family NAD(P)-dependent oxidoreductase
2719	7	13	alpha/beta hydrolase
2720	5	12	GMC family oxidoreductase
2721	6	8	Non-coding region
2722	8	7	OprD family outer membrane porin
2723	6	8	MFS transporter
2724	13	9	Non-coding region
2725	2	4	arylsulfatase
2726	7	4	formylglycine-generating enzyme family protein
2727	3	5	OprD family outer membrane porin
2728	8	10	Non-coding region
2729	4	4	aromatic ring-hydroxylating dioxygenase subunit alpha
2730	7	7	PDR/VanB family oxidoreductase
2731	2	3	GntR family transcriptional regulator
2732	4	12	MarR family winged helix-turn-helix transcriptional regulator
2733	3	8	Non-coding region
2734	12	15	p-hydroxycinnamoyl CoA hydratase/lyase
2735	6	21	aldehyde dehydrogenase
2736	4	2	feruloyl-CoA synthase
2737	2	1	Non-coding region
2738	11	12	acyl-CoA dehydrogenase family protein
2739	5	25	OprD family porin
2740	11	10	Non-coding region
2741	1	8	DUF3237 domain-containing protein
2742	10	12	tannase/feruloyl esterase family alpha/beta hydrolase
2743	10	6	FadR/GntR family transcriptional regulator
2744	12	17	aldehyde dehydrogenase (NADP(+))
2745	6	32	Non-coding region
2746	11	31	5-dehydro-4-deoxyglucarate dehydratase
2747	19	81	glucarate dehydratase
2748	12	40	Non-coding region
2749	20	31	MFS transporter
2750	18	43	galactarate dehydratase
2751	5	1	Non-coding region
2752	42	20	DMT family transporter
2753	11	11	AraC family transcriptional regulator
2754	7	6	coniferyl aldehyde dehydrogenase
2755	5	53	SMI1/KNR4 family protein
2756	6	15	hypothetical protein
2757	3	28	hypothetical protein
2758	14	65	amino acid permease
2759	2	7	arginine N-succinyltransferase
2760	4	20	aspartate aminotransferase family protein
2761	12	10	Non-coding region
2762	13	8	Lrp/AsnC family transcriptional regulator
2763	6	13	gamma-aminobutyraldehyde dehydrogenase
2764	6	13	nuclear transport factor 2 family protein
2765	7	16	FadR/GntR family transcriptional regulator
2766	5	16	cache domain-containing protein
2767	9	29	APC family permease
2768	6	19	NAD(P)/FAD-dependent oxidoreductase
2769	6	15	amino acid permease
2770	4	14	Non-coding region
2771	7	11	hypothetical protein
2772	1	22	DEAD/DEAH box helicase
2773	4	12	Non-coding region
2774	5	16	Non-coding region
2775	6	13	hypothetical protein
2776	11	17	hypothetical protein
2777	5	46	hypothetical protein
2778	6	13	Non-coding region
2779	5	15	Non-coding region
2780	5	18	Non-coding region
2781	20	36	Non-coding region
2782	6	12	type VI secretion system Vgr family protein
2783	6	49	Non-coding region
2784	5	20	Non-coding region
2785	4	15	Non-coding region
2786	5	11	TetR/AcrR family transcriptional regulator
2787	1	25	transposase
2788	4	9	hypothetical protein
2789	6	17	Non-coding region
2790	6	42	YjgN family protein
2791	3	29	M48 family metallopeptidase
2792	8	30	Non-coding region
2793	9	27	NADPH-dependent 2%2C4-dienoyl-CoA reductase
2794	12	55	Non-coding region
2795	6	40	hypothetical protein
2796	12	12	Non-coding region
2797	7	20	GGDEF domain-containing protein
2798	8	52	dihydroorotase
2799	12	14	ribonuclease T
2800	5	27	TonB-dependent siderophore receptor
2801	4	27	Non-coding region
2802	14	57	NADH:flavin oxidoreductase/NADH oxidase family protein
2803	4	36	Non-coding region
2804	6	30	ABC transporter ATP-binding protein
2805	5	20	ABC transporter permease
2806	3	22	microcin C ABC transporter permease YejB
2807	4	30	Non-coding region
2808	7	27	extracellular solute-binding protein
2809	5	29	lytic transglycosylase
2810	4	34	Non-coding region
2811	3	33	Non-coding region
2812	7	41	Non-coding region
2813	6	19	DNA polymerase III subunit epsilon
2814	3	23	hypothetical protein
2815	7	31	Non-coding region
2816	3	10	NAD(+) diphosphatase
2817	5	11	alpha/beta hydrolase
2818	6	18	BON domain-containing protein
2819	14	40	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2820	8	21	hypothetical protein
2821	13	19	LysE/ArgO family amino acid transporter
2822	13	9	cation transporter
2823	4	8	MerR family transcriptional regulator
2824	8	12	FAD-dependent monooxygenase
2825	7	18	FAD-dependent monooxygenase
2826	15	15	Xaa-Pro aminopeptidase
2827	4	7	UPF0149 family protein
2828	4	16	hypothetical protein
2829	6	10	cell division protein ZapA
2830	9	10	Non-coding region
2831	6	6	SH3 domain-containing protein
2832	4	8	phosphoethanolamine transferase
2833	5	36	Non-coding region
2834	18	29	COG4705 family protein
2835	4	9	LexA family protein
2836	4	11	Y-family DNA polymerase
2837	4	10	hypothetical protein
2838	9	10	glycoside hydrolase family 108 protein
2839	6	11	host specificity factor TipJ family phage tail protein
2840	4	9	Non-coding region
2841	8	5	Non-coding region
2842	9	9	hypothetical protein
2843	6	9	hypothetical protein
2844	7	8	tape measure protein
2845	4	15	Non-coding region
2846	7	11	Non-coding region
2847	5	18	Non-coding region
2848	7	10	Non-coding region
2849	5	16	hypothetical protein
2850	5	16	energy transducer TonB family protein
2851	3	28	protein-export chaperone SecB
2852	4	19	hypothetical protein
2853	3	20	hypothetical protein
2854	6	14	phage tail tube protein
2855	6	7	phage tail fiber protein
2856	3	9	hypothetical protein
2857	4	10	hypothetical protein
2858	7	11	hypothetical protein
2859	5	13	glutamate 5-kinase
2860	2	8	HeH/LEM domain-containing protein
2861	10	16	hypothetical protein
2862	8	11	Gp49 family protein
2863	3	22	Non-coding region
2864	1	17	DUF4055 domain-containing protein
2869	11	14	hypothetical protein
2870	4	12	hypothetical protein
2871	10	5	hypothetical protein
2872	6	20	hypothetical protein
2873	11	16	DUF559 domain-containing protein
2874	2	3	hypothetical protein
2875	1	9	Cro/CI family transcriptional regulator
2876	4	15	AAA family ATPase
2877	10	15	S8 family peptidase
2878	8	26	Non-coding region
2879	7	25	Non-coding region
2880	3	14	hypothetical protein
2881	7	13	hypothetical protein
2882	6	17	hypothetical protein
2883	6	10	5-formyltetrahydrofolate cyclo-ligase
2884	6	10	trimeric autotransporter adhesin/peptidogylcan-associated protein TpgA
2885	2	17	Non-coding region
2886	5	27	Non-coding region
2887	5	1	Non-coding region
2898	6	9	NADP-specific glutamate dehydrogenase
2899	9	2	RnfABCDGE type electron transport complex subunit B
2900	8	12	endonuclease III
2901	7	7	hypothetical protein
2902	2	15	membrane protein
2903	4	9	hypothetical protein
2904	4	14	penicillin-binding protein 2
2905	2	10	Non-coding region
2906	5	15	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2907	7	11	urease accessory protein UreG
2908	5	7	urease accessory protein UreF
2909	8	12	urease subunit alpha
2910	3	7	Non-coding region
2911	5	8	urease subunit beta
2912	6	10	hypothetical protein
2913	4	14	copper resistance protein NlpE
2914	6	6	Non-coding region
2915	6	10	Non-coding region
